DA ID,DA Name,SFDC NAME,Calculated
31352,!GP,,TRUE
36351,!青云QingCloud,QingCloud Technologies Corp.,TRUE
33307,.АПСМАЙЛ. LTD,,TRUE
38328,(NUST) National University of Science & Technology,(NUST) National University of Science & Technology,FALSE
28640,(Robots),,TRUE
38242,[24]7.ai,[24]7.ai Inc.,TRUE
32224,//////,,TRUE
29052,✕✕✕✕✕,,TRUE
29593,1&1,,TRUE
30112,1&1 Internet AG,,TRUE
34594,1&1 Mail & Media Development & Technology,1&1 Mail&Media Development & Technology GmbH,TRUE
40359,1&1 Telecommunication SE,,TRUE
37279,10-4 Tech,,TRUE
28867,1000mercis,,TRUE
34856,1001PHARMACIES,,TRUE
28507,100Clouds,,TRUE
32308,101 Ways,,TRUE
33140,10clouds,,TRUE
29425,10Pearls,,TRUE
27447,10Stories,,TRUE
34983,10X,,TRUE
34557,11:FS,,TRUE
29162,12The Ave Labs,,TRUE
36405,1500 Services,,TRUE
33395,17media,,TRUE
29166,18F,,TRUE
36851,18Techs,,TRUE
36068,1CRM Systems Corp.,,TRUE
28376,1point,,TRUE
30837,1science,,TRUE
31875,1Tipi2Bicycles,,TRUE
40155,20 Minutes France,,TRUE
35196,21,,TRUE
29504,21.co,,TRUE
32344,2100Computer Lane,,TRUE
35883,21CT,,TRUE
37499,23mofang,,TRUE
36217,24metrics,,TRUE
34226,24technology,,TRUE
29208,2B Games,,TRUE
30517,2GIS,,TRUE
33538,2iOpenService,,TRUE
27760,2N Telekomunikace,,TRUE
37330,2nd Watch,2nd Watch,FALSE
30228,2ndQuadrant,2ndQuadrant,FALSE
26189,2Scale,,TRUE
31825,2Share Networks B.V,,TRUE
33592,2W Technologies,,TRUE
39527,2Wire,,TRUE
36914,3 Com,,TRUE
27077,360 Trading Networks,,TRUE
33506,360insights,,TRUE
29175,360pi,,TRUE
28331,3ality Technica,,TRUE
32733,3D Robotics,3D Robotics,FALSE
35026,3DR,,TRUE
33571,3DSIM,,TRUE
36804,3for5 Foundation,,TRUE
38960,3H Group,,TRUE
35290,3i Global,,TRUE
29559,3logic Systems,,TRUE
33064,3M,3M,FALSE
33834,42,,TRUE
30135,42 Lines,,TRUE
33466,42 Tech,,TRUE
27713,42on,,TRUE
40296,42reports,,TRUE
35244,42six,,TRUE
32739,42six Solutions,,TRUE
32846,4Catalyzer,,TRUE
34502,4D,,TRUE
29113,4finance,,TRUE
35485,4FRee,,TRUE
37388,4over,,TRUE
26861,4pi,,TRUE
34426,4Talent,,TRUE
32807,5 Monkeys Agency AB,,TRUE
32204,56K.Cloud,,TRUE
27742,5e Technologies,,TRUE
40437,5G Innovation Centre,,TRUE
39942,5G Testbed,,TRUE
38565,5G-Courses,5G-Courses,FALSE
36133,658 Designs,,TRUE
26659,6WIND,6WIND S.A.,TRUE
38330,6WIND S.A.,6WIND S.A.,FALSE
36765,724 Solutions Software Inc.,,TRUE
30451,77ps,,TRUE
34519,7deRàdio Barcelona,,TRUE
31536,7digital,,TRUE
30714,7N,,TRUE
32964,7th Heaven,,TRUE
29164,84bits,,TRUE
34620,888holdings,,TRUE
27660,8D Technologies,,TRUE
34428,8devices,,TRUE
32985,8i,,TRUE
32096,8thBridge,,TRUE
38743,99.co,,TRUE
27051,99cloud,99Cloud Inc.,TRUE
38229,99Tests.,,TRUE
28709,9LivesData,,TRUE
28377,a,,TRUE
39392,A Cloud Guru,A Cloud Guru,FALSE
30510,A firm,,TRUE
33769,A Priori,,TRUE
34110,A Retail Bank,,TRUE
34210,A-Tono,,TRUE
31113,A.P. Moller - Maersk,,TRUE
28581,a.s.,,TRUE
38771,A.S. Watson Group,,TRUE
36959,A.T.U Auto-Teile-Unger Handels,,TRUE
30766,A&RTech,,TRUE
39497,A1 Digital,,TRUE
32055,A1 Telekom Austria,,TRUE
28001,A10,A10 Networks,TRUE
32827,A10 Networks,A10 Networks,FALSE
33675,A2 Hosting,A2 Hosting,FALSE
29508,A9,,TRUE
37336,AAA,,TRUE
31189,aaa - all about apps,,TRUE
26725,Aalto,,TRUE
37115,Aalund & Heckermann Invest I/S,,TRUE
40547,Aarde,,TRUE
34664,Aarki,,TRUE
35546,Aarna Networks,Aarna Networks,FALSE
37717,Aarohi Communications,,TRUE
40501,AB Tasty,,TRUE
40575,"Abaco Systems, Inc.",,TRUE
27556,ABB,ABB Ltd,TRUE
39862,Abbott Laboratories,Abbott Laboratories,FALSE
38384,abc,,TRUE
32203,ABC Startsiden,,TRUE
28527,Abengoa,,TRUE
36795,AbhiAbhi.com,,TRUE
27695,Abilis Systems,,TRUE
28715,ABIn Bev,,TRUE
29013,Abios,,TRUE
34312,Abiquo,,TRUE
29401,Ably - Real-time Messaging,Ably Realtime,TRUE
36326,Ably Realtime,Ably Realtime,FALSE
39269,ABOUT YOU,,TRUE
36403,AboutYou,,TRUE
32212,Abraxas,,TRUE
38609,ABSA Group,Absa Group Limited,TRUE
31008,AbsMap,,TRUE
28058,Absolut Bank,,TRUE
33346,Absolute Softare,Absolute Software Corporation,TRUE
26866,"AbsoluteValue Systems, Inc.",,TRUE
33553,Abstract IT,,TRUE
34672,Abstract Tokenization,,TRUE
34308,Abto,,TRUE
31723,Abto Software,,TRUE
31227,Abyeti,,TRUE
29771,AC Technologies,,TRUE
32548,ACA IT-Solutions,,TRUE
36587,Academia Militar,,TRUE
40448,Academistic,,TRUE
35993,Academy Software Foundation,Academy Software Foundation,FALSE
26940,Acaleph,,TRUE
33445,Acando,,TRUE
40375,Acando Norge,,TRUE
29215,Accedo,,TRUE
34772,Accedo.,,TRUE
39565,Accedo.tv,,TRUE
31721,Accelerant Mobile,,TRUE
34318,Accelerator,,TRUE
39775,AccelerComm Ltd,,TRUE
39923,Accelya Group,,TRUE
28205,Accenture,Accenture,FALSE
34515,Accenture España,,TRUE
38350,Accenture Global Solutions Limited,Accenture Global Solutions Limited,FALSE
34940,Accenture in India,,TRUE
28054,Accenture India Pvt Ltd,Accenture Ltd.,TRUE
32958,Accenture The Netherlands,,TRUE
37314,ACCESS Europe GmbH,ACCESS Europe GmbH,FALSE
36719,AccessPay,,TRUE
29730,Accipiter Radar,,TRUE
38880,Accommodata,,TRUE
34393,Accor,,TRUE
36682,Accord Project,"Accord Project, LLC",TRUE
40826,Account TUV Rheinland of North America Inc,,TRUE
31618,Accton,Accton Technology Corporation,TRUE
36246,Aceblink,,TRUE
26374,Acelio,,TRUE
26450,Acer,Acer,FALSE
36147,Aceventura Services,,TRUE
35391,Achala IT Solutions Pvt Ltd,,TRUE
35341,ACI Worldwide,"ACI Worldwide, Inc.",TRUE
27787,Acision,Acision Czech Republic sro,TRUE
32856,Ackee UG,,TRUE
37787,Ackermann Marketing & PR,Ackermann Marketing & PR,FALSE
29312,Acknowledgement,,TRUE
32112,Aclima,,TRUE
31155,ACM,,TRUE
32213,ACME AtronOmatic,,TRUE
28011,Acme Systems srl,,TRUE
39848,ACOME,,TRUE
26621,Aconex,,TRUE
30306,Acorns,,TRUE
30200,ACOSS,,TRUE
39195,acpqualife,,TRUE
33883,ACQUIA,"Acquia, Inc.",TRUE
36593,Acrolinx,,TRUE
27634,Acronis,Acronis Inc.,TRUE
38375,Acronis Inc.,Acronis Inc.,FALSE
39181,Acsour,,TRUE
33261,Act-On Software,"Act-On Software, Inc.",TRUE
31422,ACTANO,,TRUE
30081,Actcat,,TRUE
38630,Actian,Actian Corporation,TRUE
32575,actimeo,,TRUE
35617,Actinius,,TRUE
28445,Actionml,,TRUE
31612,Actionstep,,TRUE
37320,Actiontec Electronics,Actiontec Electronics,FALSE
37993,Active,,TRUE
36769,Active Network,"Active Network, Inc.",TRUE
30180,Active Shadow,,TRUE
38776,ActiveCampaign,,TRUE
37011,ActivePipe,,TRUE
40514,ActiveProspect,ActiveProspect,FALSE
36568,ActiveSky Pvt Ltd,,TRUE
40010,ActiveState,"ActiveState Software, Inc.",TRUE
32433,ActiveVideo,,TRUE
34053,Activision,,TRUE
29961,Activision Blizzard,"Activision Blizzard, Inc",TRUE
29953,ActiviteState,,TRUE
35819,Activity,,TRUE
28142,Actuate Corporation,Actuate,TRUE
37677,acuista,acuista,FALSE
26183,Aculab,,TRUE
40391,Acumen,,TRUE
28874,Acumen Commercial Insights,,TRUE
36128,Acunu,,TRUE
35388,Acuris,,TRUE
33947,Ad Hoc,,TRUE
33313,AD.CO,,TRUE
28621,AD/FIN,,TRUE
30386,Ada,,TRUE
29849,Ada Support,,TRUE
34705,AdaCore,,TRUE
35690,Adafruit Industries,,TRUE
31820,Adallom,,TRUE
26324,Adamo,,TRUE
37430,Adapt,,TRUE
27284,Adaptec,,TRUE
31708,AdapTechSolutions,,TRUE
37971,Adaptiv Networks,,TRUE
35922,Adaptive AI Inc,,TRUE
27168,Adaptive Computing,Adaptive Computing,FALSE
38000,Adaptive Financial Consulting,,TRUE
32102,Adaptly,,TRUE
38888,Adatao,,TRUE
33916,Adatos.AI,,TRUE
33502,Adavantech Industried,,TRUE
35967,Adax,Adax,FALSE
39241,ADB,,TRUE
39594,ADB SAFEGATE,,TRUE
28705,Adblock Publisher Solutions,,TRUE
37926,adcastnxt,,TRUE
37863,Adchemy,,TRUE
40475,AdCombo,,TRUE
33761,Addepar,Addepar,FALSE
26177,ADDI-DATA GmbH,,TRUE
32105,Addision Precision Manufakturcturing,,TRUE
35199,AddThis,,TRUE
33806,AddVal Solutions,,TRUE
33339,Adelzaalouk,,TRUE
26367,Adeneo Embedded,Adeneo Embedded,FALSE
38454,ADENTIS,,TRUE
32595,ADEO,,TRUE
33563,adesso AG,,TRUE
34774,adesso SE,,TRUE
39930,Adesto Technologies,Adesto Technologies,FALSE
27646,Adetel Group,,TRUE
34791,Adevinta,,TRUE
34343,Adfinis SyGroup,,TRUE
33482,Adfinis SyGroup AG,,TRUE
28487,Adform,Adform,FALSE
33334,ADFOX,,TRUE
31751,AdGear,,TRUE
35806,adgoji,,TRUE
39002,Adhara,,TRUE
29421,AdHoc Networks,,TRUE
29678,adidas,,TRUE
31339,ADIT,,TRUE
30756,Adit Ltd,,TRUE
26355,ADLINK,,TRUE
28854,ADMAG,,TRUE
37946,ADMANIC,,TRUE
36288,Admiral,,TRUE
29371,Admiral Adblock,,TRUE
37103,Admiralty,,TRUE
28901,AdmitHub,,TRUE
28318,AdMobius,,TRUE
33207,AdNovum,,TRUE
29527,AdNovum Informatik AG,,TRUE
29342,Adobe,"Adobe Systems, Inc.",TRUE
28012,"Adobe Systems, Inc.","Adobe Systems, Inc.",FALSE
33480,adomik,,TRUE
37785,ADOMOS,,TRUE
34730,Adoric,,TRUE
29336,Adorsys,,TRUE
32062,AdoY,,TRUE
30226,ADP,,TRUE
32454,ADP Dealer Services,,TRUE
40846,ADP Inc,,TRUE
40223,AdPerfect,,TRUE
31615,AdPilot,,TRUE
26317,AdRem Technologies,,TRUE
30118,adRise,,TRUE
37017,Ads on Top,Ads on Top,FALSE
40439,Adstream,,TRUE
33745,Adtoma,,TRUE
33296,Adtran,Adtran,FALSE
33204,ADV Consulting,,TRUE
37211,ADVA,Adva Optical Networking SE,TRUE
38412,Adva Optical Networking SE,Adva Optical Networking SE,FALSE
38299,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc.",FALSE
38410,Advanced Systems Laboratory(ASL),,TRUE
34166,Advanced Technology Solutions (ATS),,TRUE
36736,Advanced Telecomunications,,TRUE
37629,AdvancedMD,,TRUE
40816,Advansoft,,TRUE
31423,Advantech,Advantech,FALSE
40067,Advertising,,TRUE
32914,Advertising Pecipes,,TRUE
30834,Adwanced,,TRUE
35484,Adwitiya Technologies,,TRUE
38929,ADWZ,,TRUE
28746,Adxto Solutions,,TRUE
32550,Adyen,,TRUE
33777,Aeho,,TRUE
33042,Aelogica,,TRUE
28933,AEON,,TRUE
28848,Aeream,,TRUE
30685,Aerial Applications,,TRUE
33981,AerisWeather,,TRUE
29708,Aerospike,Aerospike,FALSE
38246,"Aerospike, Inc",Aerospike,TRUE
28821,Aerotech,,TRUE
31279,Aerotek,,TRUE
35042,Aerotenna,,TRUE
31543,Aestetype Design,,TRUE
36225,AetherWorks,,TRUE
30533,Aetna,,TRUE
33058,Aeturnum,,TRUE
31747,AFA Försäkring,,TRUE
30512,Afero,,TRUE
29064,Affective Signals,,TRUE
36412,AffiniPay,,TRUE
33328,Affinity,,TRUE
36163,"Affirm, Inc",,TRUE
35254,Affirmative,,TRUE
36031,Affirmed Networks,,TRUE
37478,Affise,,TRUE
38022,Afilio,,TRUE
34994,AFour,,TRUE
27434,AG Interactive,,TRUE
38844,Agari,,TRUE
28954,Agavee,,TRUE
34803,Agência Equipe,,TRUE
37530,Agency Revolution,,TRUE
37879,Agency Work,,TRUE
29785,Agendaless Consulting,,TRUE
26517,AGETO Service GmbH,,TRUE
34003,Agfa HealthCare,,TRUE
31220,AgFlow,,TRUE
26748,AGH Solar Boat Team,,TRUE
33019,Agile Stacks,Agile Stacks,FALSE
27257,AgileMesh,,TRUE
27700,Agilent Technologies,,TRUE
27595,Agilicus,,TRUE
35595,Agilie,,TRUE
39828,agilita,,TRUE
39829,Agilitae Services & Conseils Inc,,TRUE
35457,AgilityFeat,,TRUE
32461,Agilysys,,TRUE
38905,Agirc-Arrco,,TRUE
27723,AGIX Linux,,TRUE
37860,AGM Telecom,,TRUE
28428,Agolo,,TRUE
37849,Agorabox,Agorabox,FALSE
32188,Agoric,,TRUE
30452,Agrarian Labs,,TRUE
35486,"Agrarian Labs, LLC",,TRUE
36749,AgreeYa Solutions,AgreeYa Solutions,FALSE
31893,AGRI,,TRUE
35350,Agrisoft,,TRUE
30740,Agrosmart,,TRUE
31537,AgSync,,TRUE
32479,Ahead4 Limited,,TRUE
38467,Ahlstrom,,TRUE
33789,ahmadalli.net,,TRUE
34484,Ahold,,TRUE
33426,Ahold Delhaize,,TRUE
29276,AIB,,TRUE
39535,AiBee,,TRUE
28798,AIC,,TRUE
39632,AIcrowd,,TRUE
36266,Aicumen,,TRUE
27292,AID Tech,AID:Tech,TRUE
31285,AID:Tech,AID:Tech,FALSE
34764,AIESEC,,TRUE
37916,AIG,AIG,FALSE
35426,Aiko Systems,,TRUE
28065,AIM,,TRUE
34750,Aimia,Aimia,FALSE
27157,AimValley,,TRUE
35040,Ainstein,,TRUE
30084,Air Berlin,,TRUE
34588,Air India,,TRUE
27113,Airbnb,Airbnb,FALSE
35473,"Airbnb, Inc.",Airbnb,TRUE
31286,Airbus,Airbus SAS,TRUE
27544,Airbus Group,Airbus SAS,TRUE
33971,Airbus Innovations,Airbus SAS,TRUE
39914,Airbus SAS,Airbus SAS,FALSE
33790,Airfy,,TRUE
37383,airG,,TRUE
27278,AirGap IT,,TRUE
35799,Airhost,,TRUE
33070,AirMap,,TRUE
38581,Airports Council International,,TRUE
29564,Airship,,TRUE
29888,Airtable,,TRUE
30196,Airtame,,TRUE
29223,Airtasker Pty,,TRUE
35126,AirTies,AirTies Wireless Networks,TRUE
39661,AirTies Wireless Networks,AirTies Wireless Networks,FALSE
27453,Airvana,,TRUE
35393,AirWalk Consulting,,TRUE
27088,AirWatch/VMWare,,TRUE
27355,Airwave Networks,,TRUE
37568,Airy,,TRUE
34518,Airyworks,,TRUE
38526,Aisino,,TRUE
31344,Aitech,,TRUE
27913,aizo ag,,TRUE
37177,AJAX computer company,,TRUE
39953,Ajax S,,TRUE
40006,Ajedrez Cuéllar,,TRUE
36907,Ajuntament de Salt,,TRUE
29364,Akam SRL,,TRUE
28197,Akamai,"Akamai Technologies, Inc.",TRUE
26824,Akamai Technologies,"Akamai Technologies, Inc.",TRUE
40551,"Akamai Technologies, Inc.","Akamai Technologies, Inc.",FALSE
38183,AKAMAS,,TRUE
33402,Akana,,TRUE
27993,Akanda,Akanda,FALSE
26742,"Akanda, Inc.",Akanda,TRUE
29908,Akash Network,,TRUE
28406,Akbank,,TRUE
31927,Akena,,TRUE
30681,Akeneo,,TRUE
31164,Akheros,,TRUE
38071,Akima,,TRUE
29361,Akka,,TRUE
33674,Akka Technologies,,TRUE
40459,Akka.NET,,TRUE
30860,Akkea Consulting,,TRUE
39678,AKSout,,TRUE
36464,Aktana,,TRUE
31551,Akwaba,,TRUE
34470,Al -Tafrah Real Estate,,TRUE
27687,Alacritech,,TRUE
30373,ALADJI INTERNATIONAL,,TRUE
34327,Alarm,,TRUE
34713,Alaska Airlines,,TRUE
29959,Alauda,Alauda,FALSE
39485,Albéa Group,,TRUE
32001,Alberta Energy,,TRUE
30590,Alcatel,Alcatel,FALSE
37667,Alcatel Canada,,TRUE
26184,Alcatel-Lucent,Alcatel-Lucent,FALSE
32735,Alchemy,Alchemy,FALSE
31084,Aleksander,,TRUE
35337,Alembic,,TRUE
39672,Alepo,,TRUE
31622,Alerce,,TRUE
34951,Alere,,TRUE
29240,Alert Logic,,TRUE
40491,alextattoo,,TRUE
33120,Alfacloud,,TRUE
30372,Alfatraining Bildungszentrum E.K,,TRUE
33995,Alfresco,Alfresco,FALSE
35604,ALG,,TRUE
28841,Algeco,,TRUE
35499,Algomi Ltd,,TRUE
38856,Algopix,,TRUE
34199,Algorich,,TRUE
39385,Algorythmix Tech Pvt. Ltd,,TRUE
38482,AlgoSec,,TRUE
34632,Algoshelf,,TRUE
40337,algotronic,,TRUE
27553,ALi,,TRUE
35881,ALI Solutions,ALI Solutions,FALSE
27914,Alibaba,Alibaba,FALSE
39428,Alibaba.com,Alibaba.com,FALSE
32064,AliCloud,,TRUE
40658,Alior Bank,,TRUE
30339,Alipay,,TRUE
37653,AlixPartners,AlixPartners,FALSE
33566,Aliyun,,TRUE
34570,Aljabr,Aljabr,FALSE
33709,Alkami Technology,,TRUE
40409,Alkeron Multimedia,,TRUE
35698,Alkit,,TRUE
34263,All Covered,,TRUE
37591,All4IT,,TRUE
35747,ALLDAY,,TRUE
36485,Allegion US,,TRUE
27369,Allegro,Allegro,FALSE
32948,Allen Institute for Artificial Intelligence,,TRUE
28136,Allen Organ Company,,TRUE
37449,Allergy,,TRUE
35462,Alliance Bernstein,,TRUE
35343,Alliance Pointe,,TRUE
34153,Alliance Techfunctionals,,TRUE
32721,Alliander,Alliander,FALSE
27531,Allianz,,TRUE
28273,Allied Telesis,Allied Telesis,FALSE
39435,Allied Telesis Holdings KK,Allied Telesis Holdings KK,FALSE
28764,Allmyles,,TRUE
38863,Allocate Software,,TRUE
31289,Alloy,,TRUE
35767,Alloyx,,TRUE
31576,AllPlayers,,TRUE
35545,Allstate,,TRUE
35596,Allterco Robotics,,TRUE
30732,Allthings,,TRUE
34125,Alluxio,,TRUE
32325,ALO7 爱乐奇,,TRUE
37236,ALPHA,,TRUE
40854,Alpha ICT,Alpha ICT,FALSE
27158,ALPHA-BIT,,TRUE
33585,Alphacomm B.V.,,TRUE
37912,AlphaSense,,TRUE
34373,AlphaSights,,TRUE
30108,Alpine,,TRUE
28002,Alsatis,,TRUE
29641,Alstom,,TRUE
39288,Alstom Group,Alstom Group,FALSE
37792,Alstom Power,,TRUE
31021,ALT Linux,,TRUE
26974,"ALT Linux, Ltd.",,TRUE
31989,Alt School,,TRUE
36793,ALT-F1,,TRUE
31563,ALTA Language Services,,TRUE
34692,Alta Rail,,TRUE
28984,Altagem,,TRUE
32939,Altair,Altair,FALSE
36304,Altalog,,TRUE
36898,Altec software,,TRUE
32327,Altemista,,TRUE
39630,ALTEN,,TRUE
37713,ALTEN Calsoft Labs,ALTEN Calsoft Labs,FALSE
34709,ALTER SOLUTIONS,,TRUE
27442,Alter Way,,TRUE
29599,Alter'Actions,,TRUE
30923,Altera,,TRUE
35951,Altera Corporation,,TRUE
35589,Alterdata,,TRUE
32289,Altim,,TRUE
35812,altima,,TRUE
36625,Altimetrik,,TRUE
28518,Altion,,TRUE
36005,Altior Inc.,,TRUE
39134,AltiplaConsulting,,TRUE
27428,Altiscale,,TRUE
35318,Altisource,,TRUE
38203,Altisource Technology,,TRUE
40093,Altitude,,TRUE
34930,Altkom Software & Consulting,,TRUE
29378,AltoPharmacy,,TRUE
33641,Altoros,Altoros,FALSE
34046,Altos,,TRUE
32626,ALTRAD ARNHOLDT,,TRUE
27541,Altran,Altran,FALSE
39932,Altran Technologies,Altran Technologies,FALSE
40594,AltusInsight GmbH,,TRUE
35182,Aluxoft,,TRUE
35591,Alvira,,TRUE
33702,Always Move Fast,,TRUE
26961,Alyseo,,TRUE
36443,AM^2-Labs,,TRUE
30865,AMA,,TRUE
27591,Amadeus,Amadeus,FALSE
30194,Amagroup,,TRUE
40430,Amaiz,,TRUE
37348,AMARA,,TRUE
33256,Amarantus,,TRUE
32981,Amaris,,TRUE
35533,Amartus,Amartus,FALSE
27941,Amarula Solutions,Amarula Solutions,FALSE
37190,Amateur Radio Service,,TRUE
26971,Amazon,,TRUE
38002,Amazon Studios,,TRUE
36170,Amazon Web Services,"Amazon Web Services, Inc.",TRUE
38316,"Amazon Web Services, Inc.","Amazon Web Services, Inc.",FALSE
27383,Amazon.com,"Amazon.com, Inc.",TRUE
40602,"Amazon.com, Inc.","Amazon.com, Inc.",FALSE
27672,Ambarella,Ambarella,FALSE
28845,Ambition,,TRUE
32778,Ambrella,,TRUE
36019,Ambulnz,,TRUE
31083,AMCC,,TRUE
31360,Amcom,,TRUE
26992,AMD,,TRUE
31474,Amdocs,Amdocs,FALSE
39293,Amdocs (Development Limited),Amdocs (Development Limited),FALSE
39211,American Electric Power,,TRUE
32208,American Express,American Express,FALSE
28254,"American Microsystems, Ltd.",,TRUE
26910,American University,American University,FALSE
33435,AmeriHome,,TRUE
36094,AMERIPAC - Steny Hoyer,,TRUE
39117,Ameriprise Auto & Home Insurance,,TRUE
36599,"Ameriprise Financial Services, Inc",,TRUE
40808,"Ameriprise Financial Services, LLC.",,TRUE
31152,Amesys,,TRUE
28255,AMETEK,,TRUE
28949,AMEX,,TRUE
40739,Amey,,TRUE
36784,Amgen,,TRUE
31616,Amherst College,Amherst College,FALSE
40097,Amhost,,TRUE
36792,AMIA Systems,,TRUE
31357,Amicale,,TRUE
36530,Amicus,,TRUE
40057,Amido,,TRUE
40105,Amido AB,,TRUE
32654,Amigo,,TRUE
35137,AmigoCloud,,TRUE
40732,Amil,,TRUE
37275,Amin Pardaz Khayam,,TRUE
33992,Amino,,TRUE
38108,Amino Edito,,TRUE
30187,Amino Payments,,TRUE
34052,AMIST Technologies,,TRUE
27490,Ammeon,,TRUE
31178,Amnafzar,,TRUE
39939,AMNESH,,TRUE
38391,Amnesty International,,TRUE
31896,Amobee,Amobee,FALSE
33938,AMP,,TRUE
31209,Ampere,,TRUE
40836,Ampere Computing,Ampere Computing,FALSE
36065,AMPEX Data Systems Corporation,,TRUE
33632,Ample Organics,,TRUE
34442,Amplero,,TRUE
31641,Amplidata,,TRUE
34555,Amplifi,,TRUE
33820,Amplified.ai,,TRUE
28692,Amplifier,,TRUE
39928,AMPSIGH,,TRUE
39929,AMPSIGHT,,TRUE
27921,Amrita,,TRUE
34788,Amrock,,TRUE
28161,ams,,TRUE
37187,AMT-SYBEX,AMT-SYBEX,FALSE
38620,AMTS,,TRUE
32528,Amysta,,TRUE
27661,Anachron BV,,TRUE
30668,Anaconda,,TRUE
35149,Anadarko Petroleum,,TRUE
33975,Anadea inc.,,TRUE
26546,Anagramm GmbH,,TRUE
36744,Analab,,TRUE
26270,Analog Devices,,TRUE
33864,Analogue.cloud,,TRUE
33878,Analysed,,TRUE
35875,Analyst Programmer,,TRUE
39577,Anapaya,Anapaya Systems,TRUE
37323,Anapaya Systems,Anapaya Systems,FALSE
35214,Anaplan,,TRUE
40679,"Anaqua, Inc",,TRUE
32752,Ancestry,,TRUE
28150,Ancestry.com,,TRUE
29786,Anchor,,TRUE
26178,Anchor Hosting,,TRUE
35340,Anchorage,,TRUE
30559,Anchore,,TRUE
28868,AnchorFree,AnchorFree,FALSE
34591,Ancle,,TRUE
32100,Andela,,TRUE
31951,Anders Inno,,TRUE
30754,ANDES,,TRUE
37570,Andes ehf.,,TRUE
33279,Anditi,,TRUE
30833,Andium,,TRUE
29417,Andra,,TRUE
32088,Andrena,,TRUE
33705,andrewklau,,TRUE
31566,Androgogic,,TRUE
27859,Andromeda,,TRUE
27236,ANDURAS AG,,TRUE
30276,Andy,,TRUE
28231,Anevia,Anevia,FALSE
31816,Anfema,,TRUE
29723,AngularClass,,TRUE
40582,"Anheuser-Busch Companies, Inc.","Anheuser-Busch Companies, Inc.",FALSE
28401,Anhor Hosting,,TRUE
36202,Anhui USTC iFLYTEK,,TRUE
31402,Animal Creek,,TRUE
35982,Animal Logic,,TRUE
37114,Animgram,,TRUE
39319,ANIMO Solutions,,TRUE
35703,Anjuke,,TRUE
38429,"Annapolis Micro Systems, Inc.",,TRUE
30776,Annapurna,,TRUE
34656,Annese,,TRUE
36561,Anon Solutions Inc.,,TRUE
39681,"Anonyome Labs, Inc.","Anonyome Labs, Inc.",FALSE
40718,AnSem,,TRUE
28261,Ansible,Ansible,FALSE
26473,Anso Labs,,TRUE
30899,ANSSI,ANSSI,FALSE
27853,AnswerNet.Com,,TRUE
31645,Answrbook.com,,TRUE
33512,Ant Financial,,TRUE
26378,Antagonist B.V.,,TRUE
32257,Antares,,TRUE
39212,ANTEVORTE,,TRUE
39007,Anthill Agency,,TRUE
31410,Anthon Open-Source,,TRUE
37572,Antimatter Studios,,TRUE
35252,Antler,,TRUE
28082,Antmicro,,TRUE
38634,AntVoice,,TRUE
27451,AntyFinancial,,TRUE
33625,AnuSystem,,TRUE
35601,Anyl,,TRUE
32299,Anywayanyday,,TRUE
29251,ANZ,,TRUE
34032,AOE,,TRUE
32593,AOK,,TRUE
38126,AOk Networks,,TRUE
32832,AOL,AOL,FALSE
37720,Aon,Aon Corporation,TRUE
38385,Aon Corporation,Aon Corporation,FALSE
37298,Aonix,Aonix,FALSE
34266,AOSSIE,,TRUE
33893,APA-IT,,TRUE
27307,Apache,Apache Software Foundation,TRUE
40608,Apache Software Foundation,Apache Software Foundation,FALSE
29262,Apalia,,TRUE
37813,APARA Enterprise Solution,,TRUE
39031,Aparna Systems,,TRUE
27237,Apator,Apator,FALSE
28387,Apcera,Apcera,FALSE
37341,Aperta,,TRUE
35774,Apester,,TRUE
35142,Apex,,TRUE
36852,"Apex Supply Chain Technologies, LLC",,TRUE
30403,Apica,,TRUE
37859,Apigate,,TRUE
29102,Apigee,,TRUE
26542,Apigee Corp,,TRUE
34251,APiJET,,TRUE
30023,Apixio,,TRUE
35387,Apkudo,,TRUE
26537,APM,,TRUE
30453,APM Terminals,,TRUE
32511,Apollo GraphQL,Apollo GraphQL,FALSE
30396,Aporeto,Aporeto,FALSE
29931,aporeto-inc,,TRUE
29608,Apotex,,TRUE
37659,APP Informática,,TRUE
28242,App Neta,,TRUE
34556,App Switch,,TRUE
31607,App-247,,TRUE
31918,AppAdhoc,,TRUE
40446,Apparel21,,TRUE
33670,Appartenir,,TRUE
31311,Appbase.io,,TRUE
36183,AppData,,TRUE
35990,Appddiction Studio,Appddiction Studio,FALSE
34999,AppDirect,AppDirect,FALSE
26738,AppDynamics,,TRUE
26492,Appear TV AS,,TRUE
33354,Appen,,TRUE
32445,AppFolio,,TRUE
33146,AppFormix,,TRUE
30708,APPI Tecnologia,,TRUE
33714,Appian,,TRUE
30725,Appknox,,TRUE
36280,Applause,,TRUE
36827,Applause Code,,TRUE
28097,Apple,Apple,FALSE
34223,ApplETS,,TRUE
29513,Applicaster LTD,,TRUE
32483,Applied,,TRUE
38678,Applied Asynchrony,,TRUE
26792,Applied Duality,,TRUE
36895,Applied Materials,Applied Materials,FALSE
27696,Applied Micro Circuit Corporation,,TRUE
33597,Applied Predictive,,TRUE
32094,Applied Quantitative Sciences,,TRUE
35962,Applied Research Center for Computer Networks,,TRUE
34352,Applied Spectral Imaging,,TRUE
